Column	adipocyte	cd4	MVEC	m1_macro	m2_macro	P.value	Pearson.Correlation	RMSE
SRR1459190	0.264526127464718	0	0.609977359909766	0	0.125496512625516	0.0150753768844221	0.219380705481743	1.15796894159546
SRR1465459	0.577051250356947	0	0.30470838725588	0	0.118240362387173	0.0120603015075377	0.241244760144658	1.15598170492283
SRR1467080	0.612036797134878	0	0.2751245567229	0	0.112838646142221	0.0100502512562814	0.249989129647094	1.16250437723535
SRR1468271	0.683649690096142	0	0.219530417915678	0	0.0968198919881804	0	0.483275413611767	0.993290217530559
SRR1468722	0.65873742292823	0	0.34126257707177	0	0	0.0050251256281407	0.287147684449414	1.17679756108168
SRR1468744	0.786078077301332	0	0.176286799741306	0.000972401139174303	0.0366627218181878	0	0.822320341015284	0.616702743763824
SRR1471477	0.68838671905572	0	0.297467175539168	0	0.0141461054051117	0	0.445346909192812	1.04479584979612
SRR1473632	0.457730818553897	0	0.458242313061474	0	0.084026868384629	0.00301507537688442	0.352185841932446	1.05809589512787
SRR1473714	0.470910906502391	0	0.516468781577111	0	0.0126203119204979	0.00301507537688442	0.322442684874307	1.1092469447374
SRR1474533	0.70769154982604	0	0.259421329271399	0	0.032887120902561	0.00201005025125628	0.382381071893029	1.10625220590417
SRR1475192	0.731543172499486	6.44693217019726e-05	0.200892081356909	0	0.0675002768219027	0	0.46736036234273	1.03240872299742
SRR1475566	0.712753898443995	0	0.207161901651949	0	0.0800841999040559	0	0.594123817870679	0.892926446040642
